date,account,category,amount,currency,converted amount,currency,description
15/05/2023,Cash,Entertainment,"-15,000",SYP,-1.635,USD,سواح
15/05/2023,Cash,House,"-11,000",SYP,-1.199,USD,
15/05/2023,Cash,House,"-26,000",SYP,-2.834,USD,
15/05/2023,Cash,Health,"-8,000",SYP,-0.872,USD,
16/05/2023,Cash,Entertainment,"-22,000",SYP,-2.398,USD,مول
16/05/2023,Cash,Entertainment,"-39,000",SYP,-4.251,USD,منتزه
18/05/2023,Cash,Entertainment,"-38,500",SYP,-4.466,USD,سواح
19/05/2023,Cash,Deposits,"-10,500",SYP,-1.218,USD,
19/05/2023,Cash,House,"-70,000",SYP,-8.12,USD,بوظة
19/05/2023,Cash,House,"-35,000",SYP,-4.06,USD,
19/05/2023,Cash,Babies,"-15,000",SYP,-1.74,USD,
19/05/2023,Cash,Sports,"-7,500",SYP,-0.87,USD,
20/05/2023,Cash,Entertainment,"-24,000",SYP,-2.784,USD,سواح
21/05/2023,Cash,Eating out,"-17,500",SYP,-2.03,USD,دونت
21/05/2023,Cash,Eating out,"-58,000",SYP,-6.728,USD,الرضا
21/05/2023,Cash,Entertainment,"-28,000",SYP,-3.248,USD,سواح
24/05/2023,USD,Investment,-500,USD,-500,USD,ثروة
24/05/2023,USD,To 'Cash',-100,USD,-100,USD,
24/05/2023,Cash,From 'USD',"827,700",SYP,100,USD,
24/05/2023,Cash,Eating out,"-120,000",SYP,-13.92,USD,رود هاوس
24/05/2023,Cash,Entertainment,"-7,000",SYP,-0.812,USD,سواح
24/05/2023,Cash,House,"-86,500",SYP,-10.034,USD,
24/05/2023,Cash,Sports,"-9,000",SYP,-1.044,USD,
25/05/2023,Cash,House,"-10,000",SYP,-1.16,USD,
25/05/2023,Cash,Bills,"-1,000",SYP,-0.116,USD,لا حكم عليه
25/05/2023,Cash,Communications,"-27,000",SYP,-3.132,USD,انترنت
27/05/2023,Cash,Entertainment,"-10,000",SYP,-1.16,USD,سواح
27/05/2023,Cash,House,"-31,500",SYP,-3.654,USD,فطاير
28/05/2023,Cash,Sports,"-4,500",SYP,-0.522,USD,
28/05/2023,Cash,Health,"-10,000",SYP,-1.16,USD,
28/05/2023,Cash,House,"-38,000",SYP,-4.408,USD,
28/05/2023,Cash,Babies,"-5,000",SYP,-0.58,USD,
30/05/2023,Cash,Entertainment,"-10,000",SYP,-1.16,USD,سواح
30/05/2023,Cash,Eating out,"-15,000",SYP,-1.74,USD,فطاير
30/05/2023,Cash,Transport,"-3,500",SYP,-0.406,USD,
30/05/2023,Cash,Entertainment,"-8,000",SYP,-0.928,USD,قهوة
30/05/2023,Cash,Bills,"-2,000",SYP,-0.232,USD,
31/05/2023,Cash,Entertainment,"-43,000",SYP,-4.988,USD,سواح
31/05/2023,Cash,Transport,"-1,500",SYP,-0.174,USD,
01/06/2023,Cash,House,"-12,500",SYP,-1.45,USD,بيض
01/06/2023,Cash,House,"-6,000",SYP,-0.696,USD,
01/06/2023,Cash,Entertainment,"-10,000",SYP,-1.16,USD,سواح
01/06/2023,Cash,Sports,"-18,000",SYP,-2.088,USD,
01/06/2023,Cash,Rent,"825,000",SYP,95.7,USD,
01/06/2023,Cash,Real estate,"-200,000",SYP,-23.2,USD,تصليحات
01/06/2023,Cash,Real estate,"-10,000",SYP,-1.16,USD,مخفر
01/06/2023,Cash,Real estate,"-70,000",SYP,-8.12,USD,مكتب
01/06/2023,Cash,Health,"-9,000",SYP,-1.044,USD,
01/06/2023,USD,Salary,"1,500",USD,"1,500",USD,
01/06/2023,USD,To 'Cash',-50,USD,-50,USD,
01/06/2023,Cash,From 'USD',"446,250",SYP,50,USD,
01/06/2023,Cash,Communications,"-3,500",SYP,-0.406,USD,ارضي
01/06/2023,Cash,Communications,"-17,700",SYP,-2.053,USD,ارضي
02/06/2023,Cash,Deposits,"-10,500",SYP,-1.218,USD,
02/06/2023,Cash,Bills,"-5,000",SYP,-0.58,USD,
02/06/2023,Cash,House,"-52,500",SYP,-6.09,USD,فطاير
02/06/2023,Cash,House,"-30,000",SYP,-3.48,USD,فول
02/06/2023,Cash,House,"-13,000",SYP,-1.508,USD,خبز
03/06/2023,Cash,Health,"-8,500",SYP,-0.986,USD,
03/06/2023,USD,House,-19,USD,-19,USD,شوكولا
03/06/2023,Cash,Entertainment,"-17,000",SYP,-1.972,USD,سواح
03/06/2023,Cash,Transport,"-1,000",SYP,-0.116,USD,
04/06/2023,Cash,Sports,"-4,500",SYP,-0.522,USD,
04/06/2023,Cash,House,"-20,000",SYP,-2.32,USD,فريز
04/06/2023,Cash,House,"-16,000",SYP,-1.856,USD,بزاليا
04/06/2023,Cash,House,"-5,500",SYP,-0.638,USD,
04/06/2023,USD,House,-100,USD,-100,USD,
04/06/2023,Cash,House,"-100,000",SYP,-11.6,USD,نورا
05/06/2023,Cash,Entertainment,"-15,000",SYP,-1.74,USD,سواح
05/06/2023,Cash,Eating out,"-21,500",SYP,-2.494,USD,اسكالوب
08/06/2023,Cash,House,"-110,000",SYP,-12.76,USD,
09/06/2023,Cash,Deposits,"-10,500",SYP,-1.218,USD,
09/06/2023,Cash,Transport,"-1,000",SYP,-0.116,USD,
09/06/2023,Cash,Sports,"-50,000",SYP,-5.8,USD,
09/06/2023,Cash,Bills,"-5,000",SYP,-0.58,USD,
09/06/2023,Cash,House,"-30,000",SYP,-3.48,USD,
10/06/2023,Cash,House,"-9,500",SYP,-1.102,USD,
10/06/2023,Cash,Entertainment,"-10,000",SYP,-1.16,USD,سواح
10/06/2023,Cash,Eating out,"-22,000",SYP,-2.552,USD,اسكالوب
11/06/2023,Cash,Babies,"-150,000",SYP,-17.4,USD,
11/06/2023,Cash,Sports,"-4,500",SYP,-0.522,USD,
13/06/2023,Cash,Communications,"-18,450",SYP,-2.14,USD,وحدات
13/06/2023,Cash,Entertainment,"-20,000",SYP,-2.32,USD,سواح
15/06/2023,Cash,Sports,"-13,000",SYP,-1.508,USD,
15/06/2023,Cash,Entertainment,"-10,000",SYP,-1.16,USD,سواح
16/06/2023,Cash,Bills,"-4,000",SYP,-0.464,USD,
16/06/2023,Cash,House,"-18,000",SYP,-2.088,USD,بطيخ
16/06/2023,Cash,House,"-8,500",SYP,-0.986,USD,
17/06/2023,USD,Investment,-100,USD,-100,USD,ثروة
17/06/2023,USD,Bills,-11,USD,-11,USD,تحويل
17/06/2023,USD,To 'Cash',-12,USD,-12,USD,
17/06/2023,Cash,From 'USD',"107,400",SYP,12,USD,
18/06/2023,Cash,Sports,"-4,500",SYP,-0.522,USD,
18/06/2023,Cash,Entertainment,"-5,000",SYP,-0.58,USD,سواح
18/06/2023,Cash,Bills,"-4,000",SYP,-0.464,USD,
19/06/2023,Cash,House,"-17,500",SYP,-2.03,USD,منظفات
19/06/2023,Cash,House,"-5,000",SYP,-0.58,USD,خياط
19/06/2023,Cash,Entertainment,"-20,000",SYP,-2.32,USD,سواح
19/06/2023,Cash,Bills,"-2,000",SYP,-0.232,USD,
19/06/2023,Cash,Transport,"-1,000",SYP,-0.116,USD,
19/06/2023,Cash,Health,"-1,000",SYP,-0.116,USD,
20/06/2023,Cash,Entertainment,"-10,000",SYP,-1.16,USD,سواح
20/06/2023,Cash,Eating out,"-9,000",SYP,-1.044,USD,بطاطا
21/06/2023,USD,To 'Cash',-50,USD,-50,USD,
21/06/2023,Cash,From 'USD',"447,500",SYP,50,USD,
23/06/2023,Cash,Deposits,"-10,500",SYP,-1.218,USD,
23/06/2023,Cash,Entertainment,"-125,000",SYP,-14.5,USD,مزرعة
24/06/2023,Cash,Entertainment,"-40,000",SYP,-4.64,USD,سواح
24/06/2023,Cash,Transport,"-5,000",SYP,-0.58,USD,
25/06/2023,Cash,Entertainment,"-10,000",SYP,-1.16,USD,قطان
25/06/2023,Cash,Bills,"-25,000",SYP,-2.9,USD,عبد الوهاب
26/06/2023,Cash,House,"-107,500",SYP,-12.47,USD,
27/06/2023,Cash,House,"-24,500",SYP,-2.842,USD,
28/06/2023,Cash,Eating out,"-42,000",SYP,-4.872,USD,مندي
28/06/2023,Cash,Entertainment,"-12,000",SYP,-1.392,USD,سواح
28/06/2023,USD,Gifts,-100,USD,-100,USD,ماما
28/06/2023,USD,Gifts,-100,USD,-100,USD,نورا
28/06/2023,Cash,Babies,"-45,000",SYP,-5.22,USD,
28/06/2023,Cash,Bills,"-15,000",SYP,-1.74,USD,بلال
28/06/2023,Cash,Bills,"-25,000",SYP,-2.9,USD,نغم
29/06/2023,Cash,Taxi,"-5,000",SYP,-0.58,USD,
29/06/2023,Cash,Eating out,"-17,000",SYP,-1.972,USD,نابلسية
29/06/2023,Cash,Food,"-6,000",SYP,-0.696,USD,قهوة
29/06/2023,Cash,Entertainment,"-5,000",SYP,-0.58,USD,بوظة
30/06/2023,Cash,Deposits,"-10,500",SYP,-1.218,USD,
30/06/2023,Cash,Bills,"-5,000",SYP,-0.58,USD,
30/06/2023,Cash,Taxi,"-5,000",SYP,-0.58,USD,
30/06/2023,Cash,Sports,"-13,000",SYP,-1.508,USD,
01/07/2023,Cash,Entertainment,"-33,000",SYP,-3.828,USD,سواح
01/07/2023,Cash,Taxi,"-50,000",SYP,-5.8,USD,
01/07/2023,Cash,Eating out,"-58,000",SYP,-6.728,USD,مول
01/07/2023,Cash,House,"-98,000",SYP,-11.368,USD,مول
01/07/2023,Cash,House,"-100,000",SYP,-11.6,USD,نورا
01/07/2023,USD,Salary,"1,500",USD,"1,500",USD,
01/07/2023,USD,House,-100,USD,-100,USD,
01/07/2023,USD,Investment,-100,USD,-100,USD,ثروة
01/07/2023,USD,Investment,-400,USD,-400,USD,ستيك
02/07/2023,Cash,Sports,"-5,000",SYP,-0.58,USD,
02/07/2023,Cash,Entertainment,"-8,000",SYP,-0.928,USD,سواح
03/07/2023,Cash,Communications,"-2,400",SYP,-0.259,USD,وحدات
03/07/2023,Cash,Communications,"-30,000",SYP,-3.24,USD,انترنت
04/07/2023,Cash,Mobile,"-12,000",SYP,-1.296,USD,لزقة
05/07/2023,Cash,Entertainment,"-10,000",SYP,-1.08,USD,سواح
05/07/2023,Cash,Eating out,"-6,000",SYP,-0.648,USD,كروسان
07/07/2023,Cash,Deposits,"-10,500",SYP,-1.134,USD,
07/07/2023,Cash,Bills,"-5,000",SYP,-0.54,USD,
07/07/2023,Cash,House,"-13,000",SYP,-1.404,USD,
08/07/2023,Cash,Entertainment,"-130,000",SYP,-14.04,USD,باندا
08/07/2023,Cash,Taxi,"-5,000",SYP,-0.54,USD,
08/07/2023,Cash,House,"-35,000",SYP,-3.78,USD,فروج
08/07/2023,Cash,House,"-26,500",SYP,-2.862,USD,لبنة
08/07/2023,Cash,House,"-8,000",SYP,-0.864,USD,
09/07/2023,Cash,Entertainment,"-45,000",SYP,-4.86,USD,الروضة الشامية
09/07/2023,Cash,Sports,"-5,000",SYP,-0.54,USD,
10/07/2023,Cash,House,"-15,000",SYP,-1.515,USD,مشمش
10/07/2023,Cash,Entertainment,"-10,000",SYP,-1.01,USD,سواح
10/07/2023,Cash,Eating out,"-22,000",SYP,-2.222,USD,اسكالوب
11/07/2023,Cash,Shaving,"-10,000",SYP,-1.01,USD,
13/07/2023,USD,To 'Cash',-200,USD,-200,USD,
13/07/2023,Cash,From 'USD',"1,900,000",SYP,200,USD,
13/07/2023,Cash,Communications,"-18,000",SYP,-1.818,USD,وحدات
14/07/2023,Cash,Deposits,"-10,500",SYP,-1.06,USD,
14/07/2023,Cash,Eating out,"-12,000",SYP,-1.212,USD,فطاير
14/07/2023,Cash,Entertainment,"-10,000",SYP,-1.01,USD,سواح
14/07/2023,Cash,Eating out,"-81,000",SYP,-8.181,USD,فروج
14/07/2023,Cash,Transport,"-1,500",SYP,-0.151,USD,
14/07/2023,Cash,Bills,"-1,000",SYP,-0.101,USD,
14/07/2023,Cash,To 'USD',"-14,000",SYP,-14,USD,
14/07/2023,USD,From 'Cash',14,USD,14,USD,
15/07/2023,Cash,Entertainment,"-37,000",SYP,-37,USD,سواح
15/07/2023,Cash,Transport,"-1,500",SYP,-1.5,USD,
15/07/2023,Cash,House,"-16,500",SYP,-16.5,USD,كعك
16/07/2023,Cash,Sports,"-6,000",SYP,-0.57,USD,
17/07/2023,Cash,Eating out,"-25,000",SYP,-2.375,USD,كريسبي
17/07/2023,Cash,Entertainment,"-20,000",SYP,-1.9,USD,سواح
18/07/2023,Cash,Electronics,"-7,500",SYP,-0.667,USD,مقطرة
18/07/2023,Cash,House,"-6,500",SYP,-0.578,USD,خبز
19/07/2023,Cash,Entertainment,"-12,000",SYP,-1.068,USD,سواح
21/07/2023,Cash,Deposits,"-10,500",SYP,-0.871,USD,
21/07/2023,Cash,Bills,"-4,000",SYP,-0.332,USD,
21/07/2023,Cash,House,"-8,500",SYP,-0.705,USD,حليب
21/07/2023,Cash,Entertainment,"-12,000",SYP,-0.996,USD,سواح
22/07/2023,Cash,Communications,"-1,700",SYP,-0.141,USD,وحدات
22/07/2023,Cash,Babies,"-20,000",SYP,-1.66,USD,بوظة
22/07/2023,Cash,Health,"-8,000",SYP,-0.664,USD,
23/07/2023,Cash,Sports,"-5,000",SYP,-0.415,USD,
26/07/2023,Cash,Entertainment,"-18,000",SYP,-1.404,USD,سواح
28/07/2023,Cash,Bills,"-4,000",SYP,-0.3,USD,
28/07/2023,Cash,House,"-4,500",SYP,-0.337,USD,خبز
28/07/2023,Cash,Eating out,"-52,000",SYP,-3.9,USD,مندي
28/07/2023,Cash,Entertainment,"-5,000",SYP,-0.375,USD,سواح
28/07/2023,Cash,Deposits,"-10,500",SYP,-0.787,USD,
29/07/2023,USD,Gifts,50,USD,50,USD,ياسين
29/07/2023,Cash,Health,"-19,500",SYP,-1.462,USD,
29/07/2023,Cash,Entertainment,"-5,000",SYP,-0.375,USD,سواح
30/07/2023,Cash,Sports,"-5,000",SYP,-0.375,USD,
31/07/2023,Cash,Eating out,"-50,000",SYP,-4.05,USD,فرانشيسكو
01/08/2023,USD,House,-100,USD,-100,USD,
01/08/2023,Cash,Communications,"-27,000",SYP,-2.187,USD,انترنت
01/08/2023,Cash,Communications,"-5,000",SYP,-0.405,USD,ارضي
02/08/2023,Cash,Eating out,"-34,500",SYP,-2.898,USD,شاورما
02/08/2023,Cash,Entertainment,"-30,000",SYP,-2.52,USD,سواح
03/08/2023,Cash,Entertainment,"-100,000",SYP,-8.4,USD,حفلة جوزيف
03/08/2023,Cash,Food,"-12,000",SYP,-1.008,USD,عصير
04/08/2023,Cash,Deposits,"-10,500",SYP,-0.882,USD,
04/08/2023,Cash,Transport,"-6,000",SYP,-0.504,USD,
04/08/2023,Cash,Eating out,"-28,000",SYP,-2.352,USD,منقرشات
04/08/2023,Cash,Babies,"-50,000",SYP,-4.2,USD,
04/08/2023,Cash,House,"-40,000",SYP,-3.36,USD,
05/08/2023,Cash,Entertainment,"-12,000",SYP,-1.008,USD,سواح
05/08/2023,Cash,Eating out,"-30,000",SYP,-2.52,USD,الرضا
06/08/2023,Cash,House,"-37,000",SYP,-3.108,USD,منظفات
07/08/2023,Cash,Eating out,"-20,000",SYP,-1.56,USD,كروسان
07/08/2023,Cash,Entertainment,"-8,000",SYP,-0.624,USD,سواح
08/08/2023,Cash,Sports,"-12,000",SYP,-0.936,USD,
09/08/2023,Cash,Communications,"-1,200",SYP,-0.088,USD,وحدات
10/08/2023,USD,To 'Cash',-100,USD,-100,USD,
10/08/2023,Cash,From 'USD',"1,330,000",SYP,100,USD,
10/08/2023,USD,Salary,"1,500",USD,"1,500",USD,
10/08/2023,USD,Investment,-200,USD,-200,USD,ستيك
10/08/2023,USD,Investment,-100,USD,-100,USD,ثروة
10/08/2023,Cash,Entertainment,"-32,000",SYP,-2.368,USD,سواح
10/08/2023,Cash,Communications,"-25,400",SYP,-1.879,USD,وحدات
11/08/2023,Cash,Deposits,"-10,500",SYP,-0.777,USD,
11/08/2023,Cash,Entertainment,"-170,000",SYP,-12.58,USD,مزرعة
12/08/2023,Cash,House,"-7,500",SYP,-0.555,USD,خبز
12/08/2023,Cash,House,"-100,000",SYP,-7.4,USD,نورا
12/08/2023,Cash,Sports,"-598,500",SYP,-44.289,USD,بوط
13/08/2023,Cash,House,"-20,000",SYP,-1.48,USD,كولا
14/08/2023,Cash,House,"-32,500",SYP,-2.405,USD,منظفات
14/08/2023,Cash,House,"-6,000",SYP,-0.444,USD,عنب
15/08/2023,Cash,Eating out,"-25,000",SYP,-1.75,USD,ماليبو
15/08/2023,Cash,Sports,"-11,500",SYP,-0.805,USD,
15/08/2023,Cash,Entertainment,"-21,000",SYP,-1.47,USD,سواح
15/08/2023,Cash,House,"-16,000",SYP,-1.12,USD,زعتر
17/08/2023,Cash,Entertainment,"-35,000",SYP,-2.45,USD,سواح
18/08/2023,Cash,Deposits,"-14,000",SYP,-0.98,USD,جديدة
18/08/2023,Cash,Bills,"-4,000",SYP,-0.28,USD,
18/08/2023,Cash,Entertainment,"-8,000",SYP,-0.56,USD,سواح
18/08/2023,Cash,Entertainment,"-35,000",SYP,-2.45,USD,مساكن
19/08/2023,Cash,Entertainment,"-17,000",SYP,-1.19,USD,سواح
19/08/2023,Cash,Eating out,"-65,000",SYP,-4.55,USD,بيت المختار
22/08/2023,Cash,Taxi,"-35,000",SYP,-2.52,USD,
22/08/2023,Cash,Entertainment,"-18,000",SYP,-1.296,USD,موالح
22/08/2023,Cash,Food,"-4,500",SYP,-0.324,USD,تلج
22/08/2023,Cash,Entertainment,"-8,000",SYP,-0.576,USD,سواح
24/08/2023,Cash,Entertainment,"-16,000",SYP,-1.2,USD,سواح
25/08/2023,Cash,Shaving,"-15,000",SYP,-1.125,USD,
25/08/2023,Cash,Eating out,"-20,000",SYP,-1.5,USD,كروسان
25/08/2023,Cash,Entertainment,"-10,000",SYP,-0.75,USD,عصير
25/08/2023,Cash,Transport,"-10,000",SYP,-0.75,USD,
25/08/2023,Cash,House,"-5,000",SYP,-0.375,USD,عنب
25/08/2023,Cash,House,"-6,000",SYP,-0.45,USD,خبز
25/08/2023,Cash,Deposits,"-14,000",SYP,-1.05,USD,
25/08/2023,Cash,Bills,"-5,000",SYP,-0.375,USD,
26/08/2023,Cash,Eating out,"-25,000",SYP,-1.875,USD,شاورما
26/08/2023,Cash,Entertainment,"-16,000",SYP,-1.2,USD,سواح
27/08/2023,Cash,Entertainment,"-16,000",SYP,-1.12,USD,سواح
28/08/2023,Cash,Eating out,"-35,000",SYP,-2.38,USD,شيش
29/08/2023,Cash,Entertainment,"-16,000",SYP,-1.12,USD,سواح
30/08/2023,Cash,House,"-87,500",SYP,-6.475,USD,
30/08/2023,Cash,Gifts,"-12,000",SYP,-0.888,USD,بلال
31/08/2023,Cash,Communications,"-28,000",SYP,-2.128,USD,انترنت
31/08/2023,Cash,Eating out,"-17,000",SYP,-1.292,USD,فطاير
31/08/2023,Cash,Eating out,"-14,000",SYP,-1.064,USD,بطاطا
31/08/2023,Cash,Eating out,"-20,000",SYP,-1.52,USD,دونات
31/08/2023,Cash,Entertainment,"-30,000",SYP,-2.28,USD,سواح
01/09/2023,Cash,Deposits,"-14,000",SYP,-1.064,USD,
01/09/2023,Cash,Bills,"-5,000",SYP,-0.38,USD,
01/09/2023,USD,Salary,"1,500",USD,"1,500",USD,
01/09/2023,Cash,House,"-200,000",SYP,-15.2,USD,نورا
01/09/2023,USD,House,-100,USD,-100,USD,
01/09/2023,Cash,Eating out,"-54,000",SYP,-4.104,USD,كروسان
01/09/2023,Cash,Taxi,"-40,000",SYP,-3.04,USD,
02/09/2023,Cash,Entertainment,"-27,000",SYP,-2.052,USD,سواح
02/09/2023,Cash,Eating out,"-30,000",SYP,-2.28,USD,الرضا
02/09/2023,Cash,Clothes,"-10,000",SYP,-0.76,USD,ضبان
02/09/2023,Cash,House,"-71,000",SYP,-5.396,USD,فروج
02/09/2023,Cash,House,"-5,000",SYP,-0.38,USD,كلور
03/09/2023,USD,Investment,-200,USD,-200,USD,ستيك
03/09/2023,USD,To 'Cash',-100,USD,-100,USD,
03/09/2023,Cash,From 'USD',"1,350,000",SYP,100,USD,
03/09/2023,Cash,Sports,"-5,000",SYP,-0.36,USD,
04/09/2023,Cash,Entertainment,"-20,000",SYP,-1.44,USD,سواح
04/09/2023,Cash,Transport,"-2,000",SYP,-0.144,USD,
04/09/2023,Cash,Clothes,"-45,000",SYP,-3.24,USD,شورت
04/09/2023,Cash,Clothes,"-75,000",SYP,-5.4,USD,بنطلون
04/09/2023,Bank,To 'Cash',"-200,000",SYP,-14.4,USD,
04/09/2023,Cash,From 'Bank',"200,000",SYP,14.4,USD,
05/09/2023,Cash,Entertainment,"-9,000",SYP,-0.648,USD,شدة
05/09/2023,Cash,Entertainment,"-35,000",SYP,-2.52,USD,سواح
05/09/2023,Cash,Eating out,"-34,000",SYP,-2.448,USD,كريسبي
05/09/2023,Cash,Clothes,"-94,000",SYP,-6.768,USD,بنطلون
06/09/2023,Cash,Communications,"-21,000",SYP,-1.512,USD,ارضي
06/09/2023,Cash,Communications,"-19,050",SYP,-1.371,USD,وحدات
07/09/2023,Cash,Entertainment,"-10,000",SYP,-0.72,USD,سواح
07/09/2023,Cash,Bills,"-5,000",SYP,-0.36,USD,
07/09/2023,Cash,House,"-43,000",SYP,-3.096,USD,منظفات
08/09/2023,Cash,House,"-49,000",SYP,-3.528,USD,
08/09/2023,Cash,Bills,"-5,000",SYP,-0.36,USD,
08/09/2023,Cash,Deposits,"-14,000",SYP,-1.008,USD,
08/09/2023,Cash,Eating out,"-130,000",SYP,-9.36,USD,كريسبي
08/09/2023,Cash,Entertainment,"-10,000",SYP,-0.72,USD,سواح
08/09/2023,Cash,House,"-13,000",SYP,-0.936,USD,كولا
09/09/2023,Cash,House,"-67,000",SYP,-4.824,USD,قهوة
09/09/2023,Cash,House,"-10,000",SYP,-0.72,USD,بسكوت
10/09/2023,Cash,Sports,"-6,000",SYP,-0.432,USD,
10/09/2023,Cash,Entertainment,"-17,000",SYP,-1.224,USD,سواح
11/09/2023,Cash,Communications,"-1,800",SYP,-0.129,USD,وحدات
12/09/2023,Cash,Entertainment,"-30,000",SYP,-2.16,USD,سواح
14/09/2023,Cash,Entertainment,"-25,000",SYP,-1.8,USD,سواح
14/09/2023,Cash,Eating out,"-62,000",SYP,-4.464,USD,فرانشيسكو
15/09/2023,Cash,Deposits,"-14,000",SYP,-1.008,USD,
15/09/2023,Cash,House,"-50,000",SYP,-3.6,USD,حلويات
15/09/2023,Cash,House,"-13,000",SYP,-0.936,USD,جزر
15/09/2023,Cash,Taxi,"-70,000",SYP,-5.04,USD,
15/09/2023,Cash,Taxi,"-62,000",SYP,-4.464,USD,
15/09/2023,Cash,House,"-300,000",SYP,-21.6,USD,مازوت
15/09/2023,USD,To 'Cash',-100,USD,-100,USD,
15/09/2023,Cash,From 'USD',"1,360,000",SYP,100,USD,
16/09/2023,Cash,Entertainment,"-17,000",SYP,-1.224,USD,سواح
17/09/2023,Cash,Sports,"-4,000",SYP,-0.288,USD,
19/09/2023,Cash,Health,"-15,000",SYP,-1.08,USD,دوا
19/09/2023,Cash,House,"-29,000",SYP,-2.088,USD,اجبان
19/09/2023,Cash,House,"-50,000",SYP,-3.6,USD,منظفات
21/09/2023,Cash,Entertainment,"-16,000",SYP,-1.152,USD,سواح
22/09/2023,Cash,Eating out,"-118,000",SYP,-8.496,USD,فطور
22/09/2023,Cash,Deposits,"-14,000",SYP,-1.008,USD,
22/09/2023,Cash,Gifts,"-48,000",SYP,-3.456,USD,يارا
22/09/2023,Cash,Communications,"-1,200",SYP,-0.086,USD,وحدات
22/09/2023,Cash,Transport,"-6,000",SYP,-0.432,USD,
22/09/2023,Cash,House,"-20,000",SYP,-1.44,USD,سوزوكي
24/09/2023,Cash,Sports,"-6,000",SYP,-0.432,USD,
24/09/2023,Cash,Entertainment,"-16,000",SYP,-1.152,USD,سواح
26/09/2023,Cash,House,"-60,000",SYP,-4.32,USD,منظفات
26/09/2023,Cash,Bills,"-18,000",SYP,-1.296,USD,نقابة
26/09/2023,Cash,Entertainment,"-24,000",SYP,-1.728,USD,سواح
28/09/2023,Cash,Bills,"-10,000",SYP,-0.72,USD,
28/09/2023,Cash,Entertainment,"-25,500",SYP,-1.836,USD,سواح
29/09/2023,Cash,Deposits,"-14,000",SYP,-1.008,USD,
29/09/2023,Cash,Sports,"-10,000",SYP,-0.72,USD,
29/09/2023,Cash,Entertainment,"-10,000",SYP,-0.72,USD,سواح
29/09/2023,Cash,Bills,"-5,000",SYP,-0.36,USD,
29/09/2023,Cash,House,"-7,000",SYP,-0.504,USD,بندورة
29/09/2023,Cash,Entertainment,"-40,000",SYP,-2.88,USD,عصير
30/09/2023,Cash,Clothes,"-10,000",SYP,-0.75,USD,بوط
01/10/2023,USD,Salary,"1,500",USD,"1,500",USD,
01/10/2023,Cash,Communications,"-20,000",SYP,-1.5,USD,هاتف
01/10/2023,Cash,Sports,"-6,000",SYP,-0.45,USD,
01/10/2023,Cash,Entertainment,"-14,000",SYP,-1.05,USD,سواح
01/10/2023,Cash,Eating out,"-27,000",SYP,-2.025,USD,شاورما
01/10/2023,Cash,House,"-20,000",SYP,-1.5,USD,حلويات
01/10/2023,Cash,House,"-13,000",SYP,-0.975,USD,كولا
02/10/2023,USD,House,-100,USD,-100,USD,
02/10/2023,Cash,House,"-200,000",SYP,-15,USD,نورا
02/10/2023,Cash,Communications,"-4,000",SYP,-0.3,USD,ارضي
02/10/2023,Cash,Communications,"-30,000",SYP,-2.25,USD,انترنت
02/10/2023,Cash,House,"-119,000",SYP,-8.925,USD,
03/10/2023,Cash,Entertainment,"-31,500",SYP,-2.362,USD,سواح
04/10/2023,USD,To 'Cash',-100,USD,-100,USD,
04/10/2023,Cash,From 'USD',"1,350,000",SYP,100,USD,
04/10/2023,Cash,Entertainment,"-16,000",SYP,-1.2,USD,بوظة
04/10/2023,Cash,House,"-36,500",SYP,-2.737,USD,مول
04/10/2023,Cash,Bills,-500,SYP,-0.037,USD,
05/10/2023,Cash,Entertainment,"-12,000",SYP,-0.9,USD,سواح
06/10/2023,Cash,Deposits,"-14,000",SYP,-1.05,USD,
06/10/2023,Cash,Bills,"-5,000",SYP,-0.375,USD,
06/10/2023,Cash,Eating out,"-65,000",SYP,-4.875,USD,شاورما
06/10/2023,Cash,Entertainment,"-12,000",SYP,-0.9,USD,سواح
07/10/2023,Cash,Entertainment,"-13,000",SYP,-0.975,USD,سواح
08/10/2023,Cash,Sports,"-7,000",SYP,-0.525,USD,
08/10/2023,Cash,House,"-23,000",SYP,-1.725,USD,قشقوان
11/10/2023,Cash,Entertainment,"-29,000",SYP,-2.146,USD,سواح
12/10/2023,Cash,House,"-86,000",SYP,-6.364,USD,
12/10/2023,Cash,House,"-16,000",SYP,-1.184,USD,كولا
13/10/2023,Cash,Deposits,"-14,000",SYP,-1.036,USD,
13/10/2023,Cash,Eating out,"-42,500",SYP,-3.145,USD,الرضا
13/10/2023,Cash,Entertainment,"-13,000",SYP,-0.962,USD,سواح
14/10/2023,Cash,Communications,"-5,750",SYP,-0.425,USD,وحدات
14/10/2023,Cash,Communications,"-1,800",SYP,-0.133,USD,وحدات
14/10/2023,Cash,Communications,"-6,350",SYP,-0.469,USD,وحدات
14/10/2023,Cash,Mobile,"-15,000",SYP,-1.11,USD,لزقة
14/10/2023,Cash,House,"-20,000",SYP,-1.48,USD,
15/10/2023,Cash,House,"-60,000",SYP,-4.44,USD,حلويات
15/10/2023,Cash,House,"-52,000",SYP,-3.848,USD,
15/10/2023,Cash,Babies,"-5,000",SYP,-0.37,USD,
15/10/2023,Cash,Sports,"-6,000",SYP,-0.444,USD,
15/10/2023,Cash,Entertainment,"-8,000",SYP,-0.592,USD,سواح
16/10/2023,Cash,Entertainment,"-15,000",SYP,-1.11,USD,سواح
